landingPageUrl,loyaltyPointsEnabled,adId,isPLA,productId,product,productName,rating,ratingCount,isFastFashion,futureDiscountedPrice,futureDiscountStartDate,discount,brand,searchImage,effectiveDiscountPercentageAfterTax,effectiveDiscountAmountAfterTax,buyButtonWinnerSkuId,buyButtonWinnerSellerPartnerId,relatedStylesCount,relatedStylesType,productVideos,inventoryInfo,colourVariants,sizes,images,gender,primaryColour,discountLabel,discountDisplayLabel,additionalInfo,category,mrp,price,advanceOrderTag,colorVariantAvailable,productimagetag,listViews,discountType,tdBxGyText,catalogDate,season,year,isPersonalised,eorsPicksTag,personalizedCoupon,personalizedCouponValue,productMeta,systemAttributes,attributeTagsPriorityList,preferredDeliveryTag,deliveryPromise,expressTags,couponData,productMetaData,virtualTryOn,vtrApplicable,articleType,subCategory,masterCategory,mediaData,hasMultipleSizes,relatedColoursCount,styleTagEntry,brandLogo,rankingSource,serviceableSizes,saleInfo,source,nepData
Shirts/HERE%26NOW/HERENOW-Men-Slim-Fit-Floral-Opaque-Printed-Casual-Shirt/30246784/buy,False,,False,30246784,HERE&NOW Men Slim Fit Floral Opaque Printed Casual Shirt,HERE&NOW Men Slim Fit Floral Opaque Printed Casual Shirt,4.323938846588135,5677,True,0,,1344,HERE&NOW,http://assets.myntassets.com/assets/images/30246784/2024/7/19/d74e9e77-d331-4f51-a795-b2add5a68b0a1721378547061HERENOWMenSlimFitFloralOpaquePrintedCasualShirt1.jpg,0,0,97323590,23082,0,,[],"[{'skuId': 97323590, 'label': '40', 'inventory': 308, 'available': True, 'brandSizeLabel': '40'}]",[],"38,40,42,44,46","[{'view': 'default', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/d74e9e77-d331-4f51-a795-b2add5a68b0a1721378547061HERENOWMenSlimFitFloralOpaquePrintedCasualShirt1.jpg'}, {'view': 'bottom', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/31c032a9-44ae-4e84-9f22-768348e6f3551721378547128HERENOWMenSlimFitFloralOpaquePrintedCasualShirt7.jpg'}, {'view': 'search', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/d74e9e77-d331-4f51-a795-b2add5a68b0a1721378547061HERENOWMenSlimFitFloralOpaquePrintedCasualShirt1.jpg'}, {'view': 'front', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/3e02de38-865c-40f7-8e91-a6f7e4deaba31721378547078HERENOWMenSlimFitFloralOpaquePrintedCasualShirt2.jpg'}, {'view': 'size_representation', 'src': ''}, {'view': 'top', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/aaad1587-f9cd-426f-8baa-0248949ad7811721378547090HERENOWMenSlimFitFloralOpaquePrintedCasualShirt6.jpg'}, {'view': 'left', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/34f5f7c6-38c4-4139-af25-c26deb737b381721378547101HERENOWMenSlimFitFloralOpaquePrintedCasualShirt5.jpg'}, {'view': 'back', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/4028ef42-5774-4ac0-b771-d0c3054355e11721378547139HERENOWMenSlimFitFloralOpaquePrintedCasualShirt3.jpg'}, {'view': 'right', 'src': 'http://assets.myntassets.com/assets/images/30246784/2024/7/19/58762963-11af-47f2-bb83-e1129a331c801721378547117HERENOWMenSlimFitFloralOpaquePrintedCasualShirt4.jpg'}]",Men,Multi,Flat_Search_Percent,(67% OFF),Slim Fit Opaque Casual Shirt,Shirts,1999,655,,True,,0,1,,1721260800000,Summer,2024,False,,,0,,"[{'attribute': 'isGSTiN', 'value': 'True', 'metaInfo': ''}, {'attribute': 'SA_XT_EVERYDAY_STEALS', 'value': 'Everyday Steal', 'metaInfo': ''}, {'attribute': 'SA_XT_DEAL_OF_THE_DAY', 'value': 'Deal of the Day', 'metaInfo': ''}, {'attribute': 'SA_XT_SAVE_BIG', 'value': 'Save Big', 'metaInfo': ''}]",[],,,[],"{'couponDiscount': 197, 'endDate': '1774893600000', 'tagLink': 'https://www.myntra.com/myntra?f=Coupons:MYNTRAEXCLUSIVE1_125410', 'couponDescription': {'description': '{bestPriceText} {bestPrice} with coupon', 'couponCode': 'MYNTRAEXCLUSIVE1', 'bestPrice': 458, 'bestPriceText': 'Best Price', 'templateInfo': {'templateName': 'template1', 'attributes': {'couponDiscount': '', 'couponCode': 'identifier1', 'bestPrice': 'identifier1', 'bestPriceText': 'identifier1'}}}}","{'plaSlot': False, 'plaSlotType': '', 'plaReason': '', 'plaRank': 0, 'adSource': '', 'adsMeta': None, 'lmsMetadata': '', 'isUld': False, 'organicMeta': {'metasrcDsExplore': '', 'metasrcDsCohort': '', 'metasrcDsFwdCohort': '', 'exploreReason': '', 'exploreSlot': False, 'isExplore': False}, 'instrumentationMetaData': {}}",{'vtrPartner': ''},False,{'typeName': 'Shirts'},{'typeName': 'Topwear'},{'typeName': 'Apparel'},[],True,17,"{'tagGroups': {'attributeTags': {}, 'miscTags': {'tagInfos': [{'tagId': 'High_Performing'}, {'metadata': {'premiumness': 'Mass'}, 'name': 'Mass', 'tagId': 'Mass'}, {'metadata': {'article_type': 'Shirts', 'commission_source': 'article_type', 'commission_tag': 'Commission_15'}, 'name': 'YT_Commission_Tag', 'tagId': 'YT_Commission_Tag'}]}, 'pricing': {'tagInfos': [{'name': 'Crazy Deal', 'tagId': 'Crazy_Deal'}, {'name': 'Festive Price Crash', 'tagId': 'Festive_Price_Crash'}]}, 'selection': {'tagInfos': [{'name': 'Sale Price Live', 'tagId': 'Sale_Price_Live'}, {'name': 'Everyday Steal', 'tagId': 'Everyday_Steals'}, {'name': 'Deal of the Day', 'tagId': 'Deal_of_the_Day'}, {'name': 'Save Big', 'tagId': 'Save_Big'}]}, 'socialProofing': {'tagInfos': [{'metadata': {'count': '444'}, 'tagId': 'PDP_Views'}]}, 'trends': {}, 'trust': {'tagInfos': [{'name': 'Choice', 'tagId': 'Choice'}]}}}",http://assets.myntassets.com/assets/images/retaillabs/2019/2/13/3014bf8c-a762-401f-b599-0b872cbd64551550060008471-Here-Now.png,,,,others-search,
Shirts/Marks+%26+Spencer/Marks--Spencer-Boys-Opaque-Casual-Shirt/31597332/buy,False,,False,31597332,Marks & Spencer Boys Opaque Casual Shirt,Marks & Spencer Boys Opaque Casual Shirt,4.594594478607178,37,True,0,,204,Marks & Spencer,http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/QLQsYb4i_5d5956ce167848059c4a1060f52e0e84.jpg,0,0,101803091,4076,0,,[],"[{'skuId': 101803091, 'label': '2-3Y', 'inventory': 20, 'available': True, 'brandSizeLabel': '2-3Y'}]",[],"2-3Y,3-4Y,4-5Y,5-6Y,6-7Y,7-8Y","[{'view': 'default', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/QLQsYb4i_5d5956ce167848059c4a1060f52e0e84.jpg'}, {'view': 'back', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/NeCSCTQr_96c82d8c9cdb4b39b7d1695038ff8e49.jpg'}, {'view': 'left', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/AWnASHki_fde6f8b77c9f4e288bffdf8ed2d7b622.jpg'}, {'view': 'size_representation', 'src': ''}, {'view': 'top', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/QBWkLyh6_b68fd20417b644b9bf9889d49da6b9a2.jpg'}, {'view': 'right', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/AjbFbKai_67407fc3c73e430f91629ecbcb254179.jpg'}, {'view': 'bottom', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/GFvWZJLI_cb8900dbfa974489b002c893bcfb219f.jpg'}, {'view': 'front', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/dbYTAfIS_08c000ae3f8e440b9688190622f327e5.jpg'}, {'view': 'search', 'src': 'http://assets.myntassets.com/assets/images/2024/NOVEMBER/11/QLQsYb4i_5d5956ce167848059c4a1060f52e0e84.jpg'}]",Boys,Multi,Flat_Search_Percent,(12% OFF),Opaque Casual Shirt,Shirts,1699,1495,,False,,0,1,,1730937600000,Winter,2024,False,,,0,,"[{'attribute': 'isGSTiN', 'value': 'True', 'metaInfo': ''}, {'attribute': 'SA_XT_BEST_PRICE_NEW', 'value': 'Price Drop', 'metaInfo': ''}, {'attribute': 'SA_XT_DEAL_OF_THE_DAY', 'value': 'Deal of the Day', 'metaInfo': ''}, {'attribute': 'SA_XT_SAVE_BIG', 'value': 'Save Big', 'metaInfo': ''}]",[],,,[],"{'couponDiscount': 300, 'endDate': '1774848900000', 'tagLink': 'https://www.myntra.com/online-fashion-store', 'couponDescription': {'description': '{bestPriceText} {bestPrice} with coupon', 'couponCode': 'MYNTRA300', 'bestPrice': 1195, 'bestPriceText': 'Best Price', 'templateInfo': {'templateName': 'template1', 'attributes': {'couponDiscount': '', 'couponCode': 'identifier1', 'bestPrice': 'identifier1', 'bestPriceText': 'identifier1'}}}}","{'plaSlot': False, 'plaSlotType': '', 'plaReason': '', 'plaRank': 0, 'adSource': '', 'adsMeta': None, 'lmsMetadata': '', 'isUld': False, 'organicMeta': {'metasrcDsExplore': '', 'metasrcDsCohort': '', 'metasrcDsFwdCohort': '', 'exploreReason': '', 'exploreSlot': False, 'isExplore': False}, 'instrumentationMetaData': {}}",{'vtrPartner': ''},False,{'typeName': 'Shirts'},{'typeName': 'Topwear'},{'typeName': 'Apparel'},[],True,0,"{'tagGroups': {'attributeTags': {}, 'miscTags': {'tagInfos': [{'metadata': {'article_type': 'Shirts', 'commission_source': 'article_type', 'commission_tag': 'Commission_15'}, 'name': 'YT_Commission_Tag', 'tagId': 'YT_Commission_Tag'}, {'metadata': {'premiumness': 'Mass_Premium'}, 'name': 'Mass_Premium', 'tagId': 'Mass_Premium'}, {'tagId': 'High_Performing'}, {'metadata': {'premiumness': 'Premium'}, 'name': 'Premium', 'tagId': 'Premium'}]}, 'pricing': {'tagInfos': [{'name': 'Price Drop', 'tagId': 'Best_Price_New'}, {'name': 'Festive Price Drop', 'tagId': 'Festive_Price_Drop'}]}, 'selection': {'tagInfos': [{'name': 'Sale Price Live', 'tagId': 'Sale_Price_Live'}, {'name': 'Deal of the Day', 'tagId': 'Deal_of_the_Day'}, {'name': 'Save Big', 'tagId': 'Save_Big'}]}, 'socialProofing': {}, 'trends': {}, 'trust': {'tagInfos': [{'name': 'Choice', 'tagId': 'Choice'}]}}}",http://assets.myntassets.com/assets/images/retaillabs/2019/2/13/ef05c908-20e1-4a64-b858-29320abd49011550060233427-Marks-Spencer.png,,,,others-search,
Shirts/CORSICA/CORSICA-Women-Comfort-Fit-Solid-Spread-Collar-Casual-Shirt/37360844/buy,False,,False,37360844,CORSICA Women Comfort Fit Solid Spread Collar Casual Shirt,CORSICA Women Comfort Fit Solid Spread Collar Casual Shirt,3.868799924850464,625,True,0,,713,CORSICA,http://assets.myntassets.com/assets/images/2025/OCTOBER/7/Tmm019aK_37efc12dbe8d48bc8746292550f2d233.jpg,0,0,119462262,32653,0,,[],"[{'skuId': 119462262, 'label': 'M', 'inventory': 4538, 'available': True, 'brandSizeLabel': 'M'}]",[],"S,M,L,XL","[{'view': 'default', 'src': 'http://assets.myntassets.com/assets/images/2025/OCTOBER/7/Tmm019aK_37efc12dbe8d48bc8746292550f2d233.jpg'}, {'view': 'right', 'src': 'http://assets.myntassets.com/assets/images/2025/OCTOBER/7/GtoofP7z_f96c3a0825f6426eb150d63cb5b2e10a.jpg'}, {'view': 'back', 'src': 'http://assets.myntassets.com/assets/images/2025/OCTOBER/7/afzQewie_b2a66009e4e547a5bac567aabaa3e00c.jpg'}, {'view': 'front', 'src': 'http://assets.myntassets.com/assets/images/2025/OCTOBER/7/iyeJqiRt_9c91d8b5a9264480840df99a0243395c.jpg'}, {'view': 'size_representation', 'src': ''}, {'view': 'search', 'src': 'http://assets.myntassets.com/assets/images/2025/OCTOBER/7/Tmm019aK_37efc12dbe8d48bc8746292550f2d233.jpg'}, {'view': 'left', 'src': 'http://assets.myntassets.com/assets/images/2025/OCTOBER/7/DzLZjaaK_60afa3effd084429bad8612dc090cda0.jpg'}]",Women,White,Flat_Search_Percent,(55% OFF),Women Solid Casual Shirt,Shirts,1299,586,,True,,0,1,,1759363200000,Summer,2026,False,,,0,,"[{'attribute': 'SA_XT_MYNTRA_UNIQUE', 'value': 'Myntra Unique', 'metaInfo': ''}]",[],,,[],"{'couponDiscount': 176, 'endDate': '1774893600000', 'tagLink': 'https://www.myntra.com/myntra?f=Coupons:MYNTRAEXCLUSIVE1_125410', 'couponDescription': {'description': '{bestPriceText} {bestPrice} with coupon', 'couponCode': 'MYNTRAEXCLUSIVE1', 'bestPrice': 410, 'bestPriceText': 'Best Price', 'templateInfo': {'templateName': 'template1', 'attributes': {'couponDiscount': '', 'couponCode': 'identifier1', 'bestPrice': 'identifier1', 'bestPriceText': 'identifier1'}}}}","{'plaSlot': False, 'plaSlotType': '', 'plaReason': '', 'plaRank': 0, 'adSource': '', 'adsMeta': None, 'lmsMetadata': '', 'isUld': False, 'organicMeta': {'metasrcDsExplore': '', 'metasrcDsCohort': '', 'metasrcDsFwdCohort': '', 'exploreReason': '', 'exploreSlot': False, 'isExplore': False}, 'instrumentationMetaData': {}}",{'vtrPartner': ''},False,{'typeName': 'Shirts'},{'typeName': 'Topwear'},{'typeName': 'Apparel'},[],True,6,"{'tagGroups': {'attributeTags': {}, 'miscTags': {'tagInfos': [{'metadata': {'article_type': 'Shirts', 'commission_source': 'article_type', 'commission_tag': 'Commission_15'}, 'name': 'YT_Commission_Tag', 'tagId': 'YT_Commission_Tag'}, {'tagId': 'High_Performing'}, {'metadata': {'premiumness': 'Mass'}, 'name': 'Mass', 'tagId': 'Mass'}]}, 'pricing': {}, 'selection': {'tagInfos': [{'name': 'Myntra Unique', 'tagId': 'Myntra_Unique'}]}, 'socialProofing': {'tagInfos': [{'metadata': {'count': '403'}, 'tagId': 'PDP_Views'}]}, 'trends': {}, 'trust': {}}}",,,,,others-search,
Shirts/NEXT/NEXT-Boys-Embroidered-Denim-Casual-Shirt/39068812/buy,False,,False,39068812,NEXT Boys Embroidered Denim Casual Shirt,NEXT Boys Embroidered Denim Casual Shirt,0.0,0,False,0,,875,NEXT,http://assets.myntassets.com/assets/images/2026/JANUARY/20/A5Bvs51A_28ee5fc9ab324352ab9759fe87839e61.jpg,0,0,124676365,4036,0,,[],"[{'skuId': 124676365, 'label': '18-24M', 'inventory': 29, 'available': True, 'brandSizeLabel': '1.5-2Y'}]",[],"12-18M,18-24M,2-3Y,3-4Y,4-5Y","[{'view': 'default', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/A5Bvs51A_28ee5fc9ab324352ab9759fe87839e61.jpg'}, {'view': 'top', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/wPkI0cxi_58a03cad27a54c0f941e27065c8214af.jpg'}, {'view': 'left', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/gCue3iyT_2ad11ae0728f47429eefeef8e20e9def.jpg'}, {'view': 'back', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/5S33J47V_51ed24eb4fe042e09a1f3aec514932cc.jpg'}, {'view': 'front', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/tEl7Xv2H_a36a3c6b5b7f4241b31df17d19eba5db.jpg'}, {'view': 'right', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/lrOBzpxc_924936b204db48149a215b50cfede982.jpg'}, {'view': 'size_representation', 'src': ''}, {'view': 'search', 'src': 'http://assets.myntassets.com/assets/images/2026/JANUARY/20/A5Bvs51A_28ee5fc9ab324352ab9759fe87839e61.jpg'}]",Boys,Blue,Flat_Search_Percent,(35% OFF),Boys Embroidered Shirt,Shirts,2499,1624,,False,,0,1,,1768435200000,Spring,2026,False,,,0,,"[{'attribute': 'SA_XT_MYNTRA_UNIQUE', 'value': 'Myntra Unique', 'metaInfo': ''}]",[],,,[],"{'couponDiscount': 300, 'endDate': '1774848900000', 'tagLink': 'https://www.myntra.com/online-fashion-store', 'couponDescription': {'description': '{bestPriceText} {bestPrice} with coupon', 'couponCode': 'MYNTRA300', 'bestPrice': 1324, 'bestPriceText': 'Best Price', 'templateInfo': {'templateName': 'template1', 'attributes': {'couponDiscount': '', 'couponCode': 'identifier1', 'bestPrice': 'identifier1', 'bestPriceText': 'identifier1'}}}}","{'plaSlot': False, 'plaSlotType': '', 'plaReason': '', 'plaRank': 0, 'adSource': '', 'adsMeta': None, 'lmsMetadata': '', 'isUld': False, 'organicMeta': {'metasrcDsExplore': '', 'metasrcDsCohort': '', 'metasrcDsFwdCohort': '', 'exploreReason': '', 'exploreSlot': False, 'isExplore': False}, 'instrumentationMetaData': {}}",{'vtrPartner': ''},False,{'typeName': 'Shirts'},{'typeName': 'Topwear'},{'typeName': 'Apparel'},[],True,0,"{'tagGroups': {'attributeTags': {}, 'miscTags': {'tagInfos': [{'metadata': {'article_type': 'Shirts', 'commission_source': 'article_type', 'commission_tag': 'Commission_15'}, 'name': 'YT_Commission_Tag', 'tagId': 'YT_Commission_Tag'}, {'metadata': {'premiumness': 'Mass_Premium'}, 'name': 'Mass_Premium', 'tagId': 'Mass_Premium'}]}, 'pricing': {}, 'selection': {'tagInfos': [{'name': 'Myntra Unique', 'tagId': 'Myntra_Unique'}]}, 'socialProofing': {}, 'trends': {}, 'trust': {}}}",,,,,others-search,
Shirts/Googo+Gaaga/Googo-Gaaga-Boys-Tartan-Checks-Checked-Casual-Shirt/37860037/buy,False,,False,37860037,Googo Gaaga Boys Tartan Checks Checked Casual Shirt,Googo Gaaga Boys Tartan Checks Checked Casual Shirt,3.444444417953491,27,True,0,,2085,Googo Gaaga,http://assets.myntassets.com/assets/images/2025/NOVEMBER/8/558oo4ci_b7290e2dc7024ed19adbbf96807a3440.jpg,0,0,120970980,20256,0,,[],"[{'skuId': 120970980, 'label': '5-6Y', 'inventory': 78, 'available': True, 'brandSizeLabel': '5-6Y'}]",[],"12-18M,18-24M,2-3Y,3-4Y,4-5Y,5-6Y,6-7Y","[{'view': 'default', 'src': 'http://assets.myntassets.com/assets/images/2025/NOVEMBER/8/558oo4ci_b7290e2dc7024ed19adbbf96807a3440.jpg'}, {'view': 'front', 'src': 'http://assets.myntassets.com/assets/images/2025/NOVEMBER/8/oGL6lx88_d541ede5e0e94bd8a22cb28c4c4cbd03.jpg'}, {'view': 'back', 'src': 'http://assets.myntassets.com/assets/images/2025/NOVEMBER/8/9GYTTqrZ_d061ec7c75d9401d8c1611c2bfad3f7b.jpg'}, {'view': 'left', 'src': 'http://assets.myntassets.com/assets/images/2025/NOVEMBER/8/NOYhOfZ8_a6c1e5f941ba4cfeb599e67c5b3252b4.jpg'}, {'view': 'search', 'src': 'http://assets.myntassets.com/assets/images/2025/NOVEMBER/8/558oo4ci_b7290e2dc7024ed19adbbf96807a3440.jpg'}, {'view': 'size_representation', 'src': ''}]",Boys,Pink,Flat_Search_Percent,(83% OFF),Casual Shirt,Shirts,2499,414,,True,,0,1,,1762387200000,Fall,2026,False,,,0,,"[{'attribute': 'SA_XT_SAVE_BIG', 'value': 'Save Big', 'metaInfo': ''}]",[],,,[],"{'couponDiscount': 150, 'endDate': '1774895100000', 'tagLink': 'https://www.myntra.com/online-fashion-store', 'couponDescription': {'description': '{bestPriceText} {bestPrice} with coupon', 'couponCode': 'MYNTRAHALFPRICE', 'bestPrice': 264, 'bestPriceText': 'Best Price', 'templateInfo': {'templateName': 'template1', 'attributes': {'couponDiscount': '', 'couponCode': 'identifier1', 'bestPrice': 'identifier1', 'bestPriceText': 'identifier1'}}}}","{'plaSlot': False, 'plaSlotType': '', 'plaReason': '', 'plaRank': 0, 'adSource': '', 'adsMeta': None, 'lmsMetadata': '', 'isUld': False, 'organicMeta': {'metasrcDsExplore': '', 'metasrcDsCohort': '', 'metasrcDsFwdCohort': '', 'exploreReason': '', 'exploreSlot': False, 'isExplore': False}, 'instrumentationMetaData': {}}",{'vtrPartner': ''},False,{'typeName': 'Shirts'},{'typeName': 'Topwear'},{'typeName': 'Apparel'},[],True,2,"{'tagGroups': {'attributeTags': {}, 'miscTags': {'tagInfos': [{'tagId': 'High_Performing'}, {'metadata': {'premiumness': 'Mass'}, 'name': 'Mass', 'tagId': 'Mass'}, {'metadata': {'article_type': 'Shirts', 'commission_source': 'article_type', 'commission_tag': 'Commission_15'}, 'name': 'YT_Commission_Tag', 'tagId': 'YT_Commission_Tag'}]}, 'pricing': {}, 'selection': {'tagInfos': [{'name': 'Save Big', 'tagId': 'Save_Big'}]}, 'socialProofing': {}, 'trends': {}, 'trust': {}}}",,,,,others-search,
Shirts/Roadster/The-Roadster-Lifestyle-Co-Solid-Regular-Fit-Shirt/33439616/buy,False,,False,33439616,The Roadster Lifestyle Co. Solid Regular Fit Shirt,The Roadster Lifestyle Co. Solid Regular Fit Shirt,4.369382858276367,5363,True,0,,1178,Roadster,http://assets.myntassets.com/assets/images/33439616/2025/5/6/403adf0c-6203-44e0-91a8-7a098af178961746531570755-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-1.jpg,0,0,107959961,26302,0,,[],"[{'skuId': 107959961, 'label': 'L', 'inventory': 8, 'available': True, 'brandSizeLabel': 'L'}]",[],"XS,S,M,L,XL,XXL","[{'view': 'default', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/403adf0c-6203-44e0-91a8-7a098af178961746531570755-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-1.jpg'}, {'view': 'top', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/e278a8a2-98a7-4d35-b8d5-01446d7af8031746531570563-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-6.jpg'}, {'view': 'back', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/f08a46de-426c-410a-9e2a-30a5d42bf2d51746531570684-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-3.jpg'}, {'view': 'image11', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/613dbfd3-b7b6-4388-9d51-7e2e02e5bd921746531570495-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-11.jpg'}, {'view': 'bottom', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/41c528fa-47be-4d69-af9a-2e83d7cc2d8e1746531570529-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-7.jpg'}, {'view': 'size_representation', 'src': ''}, {'view': 'left', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/2339730c-3b9e-4553-a464-28a23c99b7391746531570598-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-5.jpg'}, {'view': 'front', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/2dd68520-ae4d-4a23-894e-adbfc588540e1746531570721-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-2.jpg'}, {'view': 'search', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/403adf0c-6203-44e0-91a8-7a098af178961746531570755-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-1.jpg'}, {'view': 'right', 'src': 'http://assets.myntassets.com/assets/images/33439616/2025/5/6/5643d70e-3731-40a2-aafd-563718434e331746531570632-The-Life-Co-Pure-Cotton-Wrap-Style-Casual-Shirt-159174653156-4.jpg'}]",Women,Maroon,Flat_Search_Amount,(Rs. 1178 OFF),Solid Regular Fit Shirt,Shirts,1899,721,,True,,0,1,,1746057600000,Spring,2024,False,,,0,,"[{'attribute': 'isGSTiN', 'value': 'True', 'metaInfo': ''}, {'attribute': 'SA_XT_DEAL_OF_THE_DAY', 'value': 'Deal of the Day', 'metaInfo': ''}, {'attribute': 'SA_XT_SAVE_BIG', 'value': 'Save Big', 'metaInfo': ''}]",[],,,[],"{'couponDiscount': 217, 'endDate': '1774893600000', 'tagLink': 'https://www.myntra.com/myntra?f=Coupons:MYNTRAEXCLUSIVE1_125410', 'couponDescription': {'description': '{bestPriceText} {bestPrice} with coupon', 'couponCode': 'MYNTRAEXCLUSIVE1', 'bestPrice': 504, 'bestPriceText': 'Best Price', 'templateInfo': {'templateName': 'template1', 'attributes': {'couponDiscount': '', 'couponCode': 'identifier1', 'bestPrice': 'identifier1', 'bestPriceText': 'identifier1'}}}}","{'plaSlot': False, 'plaSlotType': '', 'plaReason': '', 'plaRank': 0, 'adSource': '', 'adsMeta': None, 'lmsMetadata': '', 'isUld': False, 'organicMeta': {'metasrcDsExplore': '', 'metasrcDsCohort': '', 'metasrcDsFwdCohort': '', 'exploreReason': '', 'exploreSlot': False, 'isExplore': False}, 'instrumentationMetaData': {}}",{'vtrPartner': ''},False,{'typeName': 'Shirts'},{'typeName': 'Topwear'},{'typeName': 'Apparel'},[],True,73,"{'tagGroups': {'attributeTags': {}, 'miscTags': {'tagInfos': [{'tagId': 'High_Performing'}, {'metadata': {'premiumness': 'Mass_Premium'}, 'name': 'Mass_Premium', 'tagId': 'Mass_Premium'}, {'metadata': {'article_type': 'Shirts', 'commission_source': 'article_type', 'commission_tag': 'Commission_15'}, 'name': 'YT_Commission_Tag', 'tagId': 'YT_Commission_Tag'}]}, 'pricing': {'tagInfos': [{'name': 'Crazy Deal', 'tagId': 'Crazy_Deal'}, {'name': 'Festive Price Drop', 'tagId': 'Festive_Price_Drop'}, {'name': 'Crazy Deals', 'tagId': 'Crazy_Deals'}, {'name': 'Festive Price Crash', 'tagId': 'Festive_Price_Crash'}]}, 'selection': {'tagInfos': [{'name': 'Sale Price Live', 'tagId': 'Sale_Price_Live'}, {'name': 'Deal of the Day', 'tagId': 'Deal_of_the_Day'}, {'name': 'Save Big', 'tagId': 'Save_Big'}]}, 'socialProofing': {'tagInfos': [{'metadata': {'count': '347'}, 'tagId': 'PDP_Views'}]}, 'trends': {}, 'trust': {'tagInfos': [{'name': 'Choice', 'tagId': 'Choice'}]}}}",https://assets.myntassets.com/assets/images/2020/4/2/a6a4dfb7-3c3b-46f0-a004-084683f27a1a1585819057973-Roadster.jpg,,,,others-search,
